0,449842.21710372914
1,447110.6761764935
2,444412.4303816704
3,441747.0318460167
4,439114.04053602624
5,436513.02411288035
6,433943.5577903404
7,431405.2241955176
8,428897.61323246104
9,426420.321948498
10,423972.9544032784
11,421555.121540454
12,419166.4410619469
13,416806.53730474715
14,414475.04112018534
15,412171.5897556318
16,409895.82673856855
17,407647.4017629845
18,405425.97057804617
19,403231.1948789945
20,401062.74220022105
21,398920.28581048205
22,396803.50461019954
23,394712.0830308092
24,392645.7109361137
25,390604.08352559654
26,388586.9012396583
27,386593.8696667327
28,384624.6994522476
29,382679.10620938777
30,380756.8104316264
31,378857.5374069866
32,376981.0171339985
33,375126.9842393148
34,373295.17789695424
35,371485.3417491364
36,369697.2238286779
37,367930.5764829142
38,366185.1562991213
39,364460.72403140255
40,362757.044529011
41,361073.8866660809
42,359411.0232727374
43,357768.23106755625
44,356145.29059134866
45,354541.9861422417
46,352958.1057120303
47,351393.44092377357
48,349847.78697061195
49,348320.9425557789
50,346812.7098337868
51,345322.89435275714
52,343851.30499787955
53,342397.753935972
54,340962.05656112265
55,339544.03144138993
56,338143.500266543
57,336760.28779681853
58,335394.22181267536
59,334045.133065529
60,332712.8552294425
61,331397.2248537581
62,330098.0813166522
63,328815.2667795907
64,327548.6261426723
65,326298.00700084015
66,325063.2596009437
67,323844.2367996363
68,322640.7940220927
69,321452.78922152723
70,320280.0828395008
71,319122.53776699974
72,317980.0193062717
73,316852.3951334037
74,315739.5352616299
75,314641.3120053526
76,313557.5999448638
77,312488.2758917555
78,311433.2188550022
79,310392.31000770675
80,309365.43265449326
81,308352.472199538
82,307353.31611522334
83,306367.8539114052
84,305395.97710528143
85,304437.57919184933
86,303492.5556149425
87,302560.8037388355
88,301642.2228204049
89,300736.71398183727
90,299844.18018387473
91,298964.5261995852
92,298097.6585886517
93,297243.4856721655
94,296401.91750792123
95,295572.86586619687
96,294756.2442060151
97,293951.96765187435
98,293159.9529709437
99,292380.11855070933
100,291612.3843770665
101,290856.67201285076
102,290112.9045767952
103,289381.0067229108
104,288660.9046202809
105,287952.525933261
106,287255.799802076
107,286570.65682381316
108,285897.0290337945
109,285234.8498873301
110,284584.0542418427
111,283944.578339353
112,283316.35978932615
113,282699.33755186806
114,282093.45192126656
115,281498.64450987126
116,280914.8582323076
117,280342.03729001596
118,279780.12715611357
119,279229.0745605703
120,278688.8274756967
121,278159.33510193287
122,277640.5478539406
123,277132.4173469865
124,276634.8963836142
125,276147.9389406023
126,275671.5001561974
127,275205.5363176248
128,274750.00484886597
129,274304.86429870094
130,273870.07432901085
131,273445.595703336
132,273031.3902756848
133,272627.42097958847
134,272233.6518173993
135,271850.04784982745
136,271476.57518570987
137,271113.2009720125
138,270759.89338405564
139,270416.62161596364
140,270083.35587133287
141,269760.0673541137
142,269446.7282597056
143,269143.31176625757
144,268849.79202617495
145,268566.14415782515
146,268292.34423744236
147,268028.36929122475
148,267774.197287624
149,267529.80712982145
150,267295.1786483886
151,267070.29259413015
152,266855.13063110353
153,266649.6753298162
154,266453.9101605926
155,266267.8194871143
156,266091.38856012333
157,265924.60351129115
158,265767.4513472508
159,265619.919943784
160,265481.9980401675
161,265353.6752336709
162,265234.94197420776
163,265125.7895591323
164,265026.2101281842
165,264936.1966585771
166,264855.74296022824
167,264784.8436711255
168,264723.4942528347
169,264671.6909861374
170,264629.4309668047
171,264596.71210149955
172,264573.53310380696
